age,education,occupation,sex,hours_per_week,income
32,3,1,1,32,0
30,3,5,0,28,1
35,1,2,1,54,0
27,2,2,0,53,0
59,2,1,1,35,1
59,3,4,0,37,1
64,1,2,1,37,0
21,3,1,0,57,1
49,2,4,0,51,1
49,3,1,1,26,1
31,1,1,0,42,0
29,1,4,1,42,0
63,3,4,0,37,1
30,1,4,0,26,1
34,3,1,1,59,1
35,1,2,0,43,0
36,2,3,1,33,0
45,2,3,0,24,0
21,2,1,0,41,0
31,2,1,0,41,0
45,2,2,0,29,0
42,1,4,1,45,1
37,1,1,1,34,0
51,2,5,0,57,1
57,2,4,0,20,1
22,3,1,1,33,0
57,2,5,0,55,1
22,2,2,1,50,0
49,2,5,0,47,1
20,1,1,0,53,0
49,2,3,1,54,1
64,3,1,0,58,1
51,3,3,1,42,1
47,2,2,1,38,0
40,2,2,1,37,0
32,3,4,1,34,1
46,2,4,1,20,1
55,1,3,1,44,0
26,1,3,0,45,0
41,2,2,1,54,1
29,3,5,1,34,0
58,2,3,0,23,0
34,1,3,1,34,0
34,1,5,0,57,0
23,3,4,1,58,1
51,3,4,1,20,1
42,2,3,1,41,0
25,2,4,0,30,0
43,1,4,0,57,1
39,3,4,1,56,1
56,3,2,1,45,1
39,1,1,0,46,1
31,3,3,0,32,0
52,1,3,0,26,0
47,1,2,1,27,1
27,1,1,0,42,0
20,1,1,0,45,0
56,2,2,0,46,1
41,2,5,0,28,0
25,2,5,0,57,0
40,2,1,0,32,0
51,1,5,0,26,0
54,1,5,1,30,0
34,2,5,0,29,0
24,2,1,1,52,0
25,1,5,1,58,0
44,3,3,0,22,1
59,3,1,1,48,1
48,3,2,1,56,1
26,2,5,0,35,0
59,1,4,1,35,1
32,2,1,0,26,0
57,1,2,0,34,0
37,2,3,0,57,0
21,1,2,0,25,0
27,3,5,0,37,0
30,1,4,0,38,0
52,3,5,0,21,1
57,3,2,1,22,1
46,2,1,0,44,0
39,3,4,1,55,1
31,2,4,0,47,1
62,3,2,0,57,1
50,2,5,0,47,1
46,3,2,1,51,1
51,2,4,1,55,1
29,3,2,1,58,1
22,2,4,1,55,1
64,2,5,1,42,1
46,3,1,1,21,1
54,3,1,0,29,1
50,2,2,0,25,0
34,1,4,1,27,0
35,2,1,1,34,0
32,3,4,1,48,1
54,3,5,1,47,1
30,3,2,1,41,0
40,1,4,0,53,1
30,2,2,0,39,0
49,2,4,0,52,1
54,3,4,0,34,1
41,1,5,0,26,0
57,3,2,0,43,1
50,2,3,0,45,0
33,1,4,0,29,0
43,2,4,1,34,1
51,1,1,1,56,1
55,2,2,0,43,0
51,1,3,0,30,0
34,1,5,0,59,0
62,3,3,1,40,1
54,1,5,1,59,1
22,1,3,0,57,1
35,2,3,1,34,0
24,2,2,0,34,0
40,3,1,0,56,1
29,2,3,0,33,0
38,3,4,0,40,1
44,2,4,0,39,1
23,1,4,1,52,1
48,1,1,0,22,0
38,2,3,0,59,0
62,2,5,0,42,1
21,3,5,0,42,0
29,2,2,1,46,0
62,2,1,0,54,1
44,1,3,0,44,0
39,1,4,1,51,1
38,2,1,0,41,0
42,2,1,0,27,0
43,2,3,0,57,1
30,1,2,0,37,0
53,2,2,1,47,1
47,3,2,0,47,1
24,1,4,0,30,0
24,2,4,1,31,0
40,3,3,0,21,0
31,2,2,0,56,0
23,2,3,1,23,0
61,1,2,0,53,1
39,2,1,1,42,0
57,1,5,0,32,1
44,3,5,1,26,1
33,3,2,0,51,1
30,3,3,0,42,0
51,3,4,1,27,1
30,2,2,0,56,0
37,2,2,1,53,1
46,3,4,1,48,1
37,3,2,1,56,1
42,2,1,1,42,0
30,3,4,0,57,1
40,2,1,1,48,1
63,2,5,0,24,0
24,2,4,0,59,1
42,1,4,1,30,1
60,1,3,1,33,0
44,1,3,0,21,0
60,2,4,1,54,1
29,2,5,0,54,1
41,2,2,1,47,1
38,3,3,0,27,0
20,2,5,0,51,1
26,2,5,1,23,0
23,1,3,0,26,0
20,1,2,0,58,0
34,3,3,1,46,1
59,2,5,1,56,1
31,3,1,1,36,0
41,1,3,1,29,1
41,2,5,1,23,1
36,1,3,0,42,0
48,1,5,0,33,0
33,1,2,1,24,0
39,1,5,0,21,0
52,2,4,0,43,1
62,1,1,0,37,0
34,3,5,0,46,1
31,2,3,0,43,0
59,1,3,1,48,1
39,1,5,1,30,0
49,2,4,0,37,1
57,1,5,0,23,0
22,3,2,1,52,1
47,3,4,1,33,1
45,1,5,1,51,1
49,2,1,1,23,1
32,1,4,0,39,1
32,2,5,1,40,0
21,2,1,1,22,0
56,1,5,0,44,0
57,1,2,1,23,0
21,2,3,1,30,0
55,2,5,1,35,0
45,1,4,1,55,1
30,2,5,1,25,0
27,2,5,0,50,0
63,3,5,0,59,1
59,1,5,0,32,0
62,3,4,0,42,1
41,2,4,0,23,1
39,1,5,1,56,1
27,2,3,1,56,0
48,2,5,1,52,1
59,3,4,1,48,1
45,1,2,1,56,1
49,2,5,1,38,1
36,2,5,1,39,0
39,3,5,1,51,1
35,2,5,1,35,0
62,3,1,1,24,1
26,3,5,1,31,0
35,1,4,1,40,1
64,3,4,1,33,1
46,3,1,0,56,1
42,1,5,1,41,0
43,2,3,0,49,1
28,2,5,1,42,0
54,1,4,1,24,1
39,1,2,1,48,0
56,1,2,0,49,1
61,1,3,0,37,0
36,2,5,1,20,0
50,1,1,1,58,1
27,3,5,1,36,0
34,3,3,1,22,0
50,1,3,0,26,1
49,2,3,0,46,1
39,2,2,1,47,0
58,3,5,0,50,1
31,1,5,0,34,0
36,1,1,1,27,0
61,3,3,1,25,1
49,3,3,1,47,1
48,3,4,0,23,1
38,3,4,1,49,1
30,1,2,0,36,0
53,2,5,1,53,1
26,1,1,1,25,0
63,1,1,0,55,1
53,3,3,0,54,1
39,1,1,0,58,1
57,2,3,0,58,1
43,3,5,0,35,1
29,1,1,0,21,0
51,3,3,1,27,1
34,3,5,0,34,1
56,2,5,0,46,1
39,1,3,1,35,0
22,2,3,0,20,0
56,2,2,0,29,0
59,2,5,1,26,0
27,1,3,1,29,0
59,3,5,1,31,1
63,1,1,0,36,0
42,3,4,1,31,1
59,1,4,0,34,1
30,2,3,1,51,0
27,3,3,0,51,1
48,1,5,1,45,0
49,1,3,1,33,1
29,2,5,1,45,0
58,3,3,0,24,1
47,2,5,0,57,1
55,2,3,1,23,0
32,1,2,1,47,1
51,3,5,1,20,1
55,3,2,1,32,1
56,2,2,0,22,0
45,3,2,1,44,1
41,2,2,1,35,0
23,2,1,0,40,0
50,1,4,0,32,1
37,2,1,1,55,0
57,2,3,1,27,1
43,1,3,0,38,0
42,2,4,0,35,1
41,3,4,1,31,1
21,2,4,0,39,0
50,2,2,0,37,0
30,3,1,1,31,1
47,1,3,1,44,1
51,2,1,0,30,0
24,3,1,1,41,0
57,2,1,1,53,1
29,2,4,1,32,1
59,1,4,1,57,1
43,3,3,1,31,1
54,2,3,0,58,1
63,3,3,0,55,1
42,2,1,1,47,1
36,2,4,1,46,1
20,3,2,1,58,1
50,2,1,0,32,0
50,2,5,0,59,1
61,2,1,0,46,1
61,3,4,0,50,1
53,2,5,1,21,0
28,2,1,1,37,0
41,1,4,0,45,1
32,3,4,0,50,1
44,1,2,1,57,1
37,2,1,1,41,0
31,2,4,1,55,1
59,2,3,1,38,0
36,2,4,1,33,0
34,1,2,0,33,0
61,2,4,1,48,1
34,3,1,0,36,1
34,3,1,0,56,1
58,1,5,1,28,0
32,3,1,0,20,1
36,2,5,0,23,0
51,3,3,1,26,1
28,2,2,0,30,0
59,2,3,1,33,0
39,3,5,1,38,0
45,3,4,0,59,1
46,2,4,1,22,1
40,1,3,1,27,0
37,2,4,0,48,1
32,2,5,1,56,0
35,1,2,0,28,0
28,1,1,0,38,0
31,3,5,1,31,0
63,1,5,0,46,1
57,2,1,1,56,1
38,1,1,0,44,0
26,2,2,1,57,1
54,1,2,1,36,0
37,1,2,0,52,1
35,3,4,0,58,1
58,3,5,1,33,1
23,1,1,1,47,0
44,2,5,0,37,0
51,2,5,1,52,1
59,3,2,1,34,1
32,3,2,0,30,1
64,2,5,0,55,1
36,2,2,1,34,0
56,3,4,0,49,1
25,1,1,0,34,0
